ID, Nationality, Gender, Age, Degree, Hours on Readings, Hours on Assignments, Hours on Games, Hours on Internet, Exam, Grade, GradeLetter
4594, China, 1,18, MS, 0, 12, 9, 8,54.44,63.86,C
4595, China, 1,26, MS, 0, 12, 9, 8,43.35,69.67,C
4596, China, 1,25, MS, 0, 12, 9, 8,76.12,75.62,C
4597, China, 1,22, MS, 0, 12, 9, 8,70.82,78.65,C
4598, China, 1,19, MS, 0, 12, 9, 8,65.87,72.98,C
4599, India, 1,18, PHD, 0, 5, 12, 9,66.15,60.56,C
4600, India, 1,25, PHD, 0, 5, 12, 9,45.55,58.24,F
4601, India, 1,26, PHD, 0, 5, 12, 9,78.43,74.65,C
4602, India, 1,25, PHD, 0, 5, 12, 9,62.44,61.54,C
4603, India, 1,18, PHD, 0, 5, 12, 9,68.87,73.63,C
4604, India, 1,23, PHD, 0, 5, 12, 9,56.71,59.50,C
4605, India, 1,18, PHD, 0, 5, 12, 9,75.11,79.55,B
4606, India, 1,20, PHD, 0, 5, 12, 9,72.54,71.25,C
4607, India, 1,26, PHD, 0, 5, 12, 9,46.81,66.93,C
4608, India, 1,26, PHD, 0, 5, 12, 9,67.22,63.30,C
4609, India, 1,19, PHD, 0, 5, 12, 9,63.04,70.32,C
4610, India, 1,22, PHD, 0, 5, 12, 9,77.84,77.32,C
4611, India, 1,22, PHD, 0, 5, 12, 9,66.21,63.49,C
4612, India, 1,24, PHD, 0, 5, 12, 9,42.13,62.42,C
4613, India, 1,20, PHD, 0, 5, 12, 9,40.11,67.27,C
4614, India, 1,22, PHD, 0, 5, 12, 9,83.92,76.45,C
4615, India, 1,18, PHD, 0, 5, 12, 9,46.99,53.11,F
4616, India, 1,23, PHD, 0, 5, 12, 9,54.97,58.72,F
4617, India, 1,25, PHD, 0, 5, 12, 9,43.76,57.34,F
4618, India, 1,20, PHD, 0, 5, 12, 9,65.90,69.16,C
4619, India, 1,21, PHD, 0, 5, 12, 9,80.33,72.52,C
4620, India, 1,20, PHD, 0, 5, 12, 9,81.52,71.26,C
4621, India, 1,20, PHD, 0, 5, 12, 9,63.88,69.92,C
4622, India, 1,19, PHD, 0, 5, 12, 9,66.58,65.71,C
4623, India, 1,18, PHD, 0, 5, 12, 9,72.62,79.95,B
4624, India, 1,19, PHD, 0, 5, 12, 9,79.55,81.85,B
4625, India, 1,26, PHD, 0, 5, 12, 9,63.50,64.97,C
4626, India, 1,25, PHD, 0, 5, 12, 9,44.52,52.50,F
4627, India, 1,21, PHD, 0, 5, 12, 9,60.89,74.82,C
4628, India, 1,23, PHD, 0, 5, 12, 9,83.89,77.98,C
4629, India, 1,23, PHD, 0, 5, 12, 9,52.24,61.33,C
4630, India, 1,22, PHD, 0, 5, 12, 9,42.21,64.23,C
4631, India, 1,25, PHD, 0, 5, 12, 9,83.86,72.64,C
4632, India, 1,22, PHD, 0, 5, 12, 9,69.78,60.20,C
4633, India, 1,26, PHD, 0, 5, 12, 9,67.20,70.04,C
4634, India, 1,22, PHD, 0, 5, 12, 9,44.65,69.36,C
4635, India, 1,26, PHD, 0, 5, 12, 9,77.19,77.48,C
4636, India, 1,20, PHD, 0, 5, 12, 9,73.90,75.44,C
4637, India, 1,19, PHD, 0, 5, 12, 9,52.01,52.82,F
4638, India, 1,26, PHD, 0, 5, 12, 9,83.91,79.57,B
4639, India, 1,23, PHD, 0, 5, 12, 9,45.27,58.96,F
4640, India, 1,18, PHD, 0, 5, 12, 9,83.24,79.02,B
4641, India, 1,26, PHD, 0, 5, 12, 9,53.16,54.21,F
4642, India, 1,22, PHD, 0, 5, 12, 9,72.88,81.72,B
4643, India, 1,18, PHD, 0, 5, 12, 9,53.09,52.45,F
4644, India, 1,21, PHD, 0, 5, 12, 9,69.70,60.92,C
4645, India, 1,18, PHD, 0, 5, 12, 9,50.53,53.32,F
4646, India, 1,26, PHD, 0, 5, 12, 9,49.46,69.47,C
4647, India, 1,25, PHD, 0, 5, 12, 9,59.06,64.62,C
4648, India, 1,20, PHD, 0, 5, 12, 9,52.11,65.39,C
4649, China, 0,24, MS, 13, 4, 9, 6,89.90,96.89,A
4650, China, 0,20, MS, 13, 4, 9, 6,89.66,92.61,A
4651, China, 0,26, MS, 13, 4, 9, 6,83.60,82.76,B
4652, China, 0,18, MS, 13, 4, 9, 6,90.90,88.43,A
4653, China, 0,19, MS, 13, 4, 9, 6,95.53,95.60,A
4654, China, 0,24, MS, 13, 4, 9, 6,81.24,94.05,A
4655, China, 0,26, MS, 13, 4, 9, 6,81.11,88.20,A
4656, China, 0,22, MS, 13, 4, 9, 6,84.37,90.94,A
4657, China, 0,19, MS, 13, 4, 9, 6,83.86,83.37,B
4658, China, 0,24, MS, 13, 4, 9, 6,82.34,89.23,A
4659, China, 0,23, MS, 13, 4, 9, 6,81.80,92.27,A
4660, China, 0,18, MS, 13, 4, 9, 6,81.55,84.33,B
4661, China, 0,21, MS, 13, 4, 9, 6,87.07,85.13,B
4662, China, 0,18, MS, 13, 4, 9, 6,86.06,80.32,B
4663, China, 0,25, MS, 13, 4, 9, 6,94.43,96.26,A
4664, China, 0,25, MS, 13, 4, 9, 6,92.95,87.18,B
4665, China, 0,22, MS, 13, 4, 9, 6,89.67,88.45,A
4666, China, 0,25, MS, 13, 4, 9, 6,90.45,82.79,B
4667, China, 0,19, MS, 13, 4, 9, 6,81.03,83.01,B
4668, China, 0,20, MS, 13, 4, 9, 6,90.45,82.76,B
4669, China, 0,25, MS, 13, 4, 9, 6,98.53,80.24,B
4670, China, 0,24, MS, 13, 4, 9, 6,91.26,84.77,B
4671, China, 0,22, MS, 13, 4, 9, 6,89.87,80.10,B
4672, China, 0,18, MS, 13, 4, 9, 6,90.92,95.31,A
4673, China, 0,24, MS, 13, 4, 9, 6,87.06,87.70,B
4674, China, 0,19, MS, 13, 4, 9, 6,87.09,90.25,A
4675, China, 0,24, MS, 13, 4, 9, 6,89.94,94.88,A
4676, China, 0,19, MS, 13, 4, 9, 6,99.72,90.70,A
4677, China, 0,23, MS, 13, 4, 9, 6,84.18,83.27,B
4678, China, 0,26, MS, 13, 4, 9, 6,90.42,83.56,B
4679, China, 0,24, MS, 13, 4, 9, 6,99.57,85.06,B
4680, China, 0,18, MS, 13, 4, 9, 6,92.77,86.87,B
4681, China, 0,20, MS, 13, 4, 9, 6,80.62,98.30,A
4682, China, 0,24, MS, 13, 4, 9, 6,80.99,95.86,A
4683, China, 0,24, MS, 13, 4, 9, 6,97.65,96.62,A
4684, China, 0,25, MS, 13, 4, 9, 6,80.65,92.73,A
4685, China, 0,18, MS, 13, 4, 9, 6,93.57,90.80,A
4686, China, 0,23, MS, 13, 4, 9, 6,91.40,84.84,B
4687, China, 0,24, MS, 13, 4, 9, 6,87.22,95.57,A
4688, China, 0,24, MS, 13, 4, 9, 6,84.24,99.71,A
4689, China, 0,21, MS, 13, 4, 9, 6,89.26,84.37,B
4690, China, 0,24, MS, 13, 4, 9, 6,97.50,91.74,A
4691, China, 0,21, MS, 13, 4, 9, 6,95.38,99.58,A
4692, China, 0,18, MS, 13, 4, 9, 6,94.38,91.81,A
4693, China, 0,21, MS, 13, 4, 9, 6,99.81,89.39,A
4694, China, 0,22, MS, 13, 4, 9, 6,91.04,84.11,B
4695, China, 0,19, MS, 13, 4, 9, 6,92.63,89.40,A
4696, China, 0,20, MS, 13, 4, 9, 6,90.37,82.18,B
4697, China, 0,23, MS, 13, 4, 9, 6,98.30,92.47,A
4698, Spain, 0,23, MS, 14, 4, 13, 7,83.79,73.79,C
4699, Spain, 0,25, MS, 14, 4, 13, 7,71.11,82.23,B
4700, Spain, 0,19, MS, 14, 4, 13, 7,82.00,85.10,B
4701, Spain, 0,23, MS, 14, 4, 13, 7,71.62,88.82,A
4702, Spain, 0,20, MS, 14, 4, 13, 7,82.86,85.29,B
4703, Spain, 0,18, MS, 14, 4, 13, 7,81.54,76.88,C
4704, Spain, 0,19, MS, 14, 4, 13, 7,82.33,80.42,B
4705, Spain, 0,25, MS, 14, 4, 13, 7,87.22,84.44,B
4706, Spain, 0,22, MS, 14, 4, 13, 7,75.84,74.51,C
4707, Spain, 0,20, MS, 14, 4, 13, 7,88.68,84.88,B
4708, Spain, 0,19, MS, 14, 4, 13, 7,71.88,75.04,C
4709, Spain, 0,21, MS, 14, 4, 13, 7,73.25,86.61,B
4710, Spain, 0,21, MS, 14, 4, 13, 7,81.00,89.76,A
4711, Spain, 0,23, MS, 14, 4, 13, 7,86.76,85.72,B
4712, Spain, 0,22, MS, 14, 4, 13, 7,88.12,86.86,B
4713, Spain, 0,18, MS, 14, 4, 13, 7,73.86,72.66,C
4714, Spain, 0,18, MS, 14, 4, 13, 7,79.46,79.22,B
4715, Spain, 0,23, MS, 14, 4, 13, 7,89.62,86.65,B
4716, Spain, 0,24, MS, 14, 4, 13, 7,86.02,86.75,B
4717, Spain, 0,20, MS, 14, 4, 13, 7,88.58,87.17,B
4718, Spain, 0,26, MS, 14, 4, 13, 7,87.59,79.44,B
4719, Spain, 0,22, MS, 14, 4, 13, 7,80.81,88.35,A
4720, Spain, 0,23, MS, 14, 4, 13, 7,87.18,81.10,B
4721, Spain, 0,24, MS, 14, 4, 13, 7,78.00,88.16,A
4722, Spain, 0,26, MS, 14, 4, 13, 7,74.97,79.98,B
4723, Spain, 0,23, MS, 14, 4, 13, 7,82.06,81.85,B
4724, Spain, 0,25, MS, 14, 4, 13, 7,87.66,83.20,B
4725, Spain, 0,24, MS, 14, 4, 13, 7,82.01,84.54,B
4726, Spain, 0,21, MS, 14, 4, 13, 7,85.82,78.14,C
4727, Spain, 0,22, MS, 14, 4, 13, 7,83.58,86.92,B
4728, Spain, 0,18, MS, 14, 4, 13, 7,80.29,87.15,B
4729, Spain, 0,21, MS, 14, 4, 13, 7,83.18,83.53,B
4730, Spain, 0,21, MS, 14, 4, 13, 7,73.84,74.95,C
4731, Spain, 0,21, MS, 14, 4, 13, 7,86.65,89.70,A
4732, Spain, 0,25, MS, 14, 4, 13, 7,80.11,78.94,C
4733, Spain, 0,25, MS, 14, 4, 13, 7,70.41,80.63,B
4734, Spain, 0,22, MS, 14, 4, 13, 7,88.68,88.14,A
4735, Spain, 0,25, MS, 14, 4, 13, 7,81.29,71.47,C
4736, Spain, 0,21, MS, 14, 4, 13, 7,74.74,82.45,B
4737, Spain, 0,26, MS, 14, 4, 13, 7,86.82,71.66,C
4738, Spain, 0,23, MS, 14, 4, 13, 7,76.53,77.90,C
4739, Spain, 0,20, MS, 14, 4, 13, 7,74.55,79.67,B
4740, Spain, 0,24, MS, 14, 4, 13, 7,80.89,72.67,C
4741, Spain, 0,24, MS, 14, 4, 13, 7,85.21,70.64,C
4742, Spain, 0,19, MS, 14, 4, 13, 7,72.36,85.83,B
4743, Spain, 0,26, MS, 14, 4, 13, 7,75.08,88.72,A
4744, Spain, 0,23, MS, 14, 4, 13, 7,70.02,85.43,B
4745, Spain, 1,21, PHD, 14, 3, 12, 10,47.71,66.73,C
4746, Spain, 1,19, PHD, 14, 3, 12, 10,70.40,80.85,B
4747, Spain, 1,23, PHD, 14, 3, 12, 10,54.80,55.51,F
4748, Spain, 1,21, PHD, 14, 3, 12, 10,55.20,66.65,C
4749, Spain, 1,25, PHD, 14, 3, 12, 10,48.67,63.70,C
4750, Spain, 1,19, PHD, 14, 3, 12, 10,50.19,61.53,C
4751, Spain, 1,24, PHD, 14, 3, 12, 10,83.45,79.57,B
4752, Spain, 1,26, PHD, 14, 3, 12, 10,43.40,58.96,F
4753, Spain, 1,23, PHD, 14, 3, 12, 10,74.54,82.50,B
4754, Spain, 1,19, PHD, 14, 3, 12, 10,53.07,67.53,C
4755, Spain, 1,20, PHD, 14, 3, 12, 10,77.10,72.39,C
4756, Spain, 1,26, PHD, 14, 3, 12, 10,47.59,59.44,C
4757, Spain, 1,24, PHD, 14, 3, 12, 10,71.23,77.99,C
4758, Spain, 1,21, PHD, 14, 3, 12, 10,63.92,70.95,C
4759, Spain, 1,21, PHD, 14, 3, 12, 10,40.33,54.95,F
4760, Spain, 1,22, PHD, 14, 3, 12, 10,59.51,56.91,F
4761, Spain, 1,25, PHD, 14, 3, 12, 10,61.03,64.04,C
4762, Spain, 1,23, PHD, 14, 3, 12, 10,57.90,54.77,F
4763, Spain, 1,20, PHD, 14, 3, 12, 10,49.95,62.37,C
4764, Spain, 1,25, PHD, 14, 3, 12, 10,58.26,54.89,F
4765, Spain, 1,18, PHD, 14, 3, 12, 10,65.79,60.49,C
4766, Spain, 1,26, PHD, 14, 3, 12, 10,76.68,73.49,C
4767, Spain, 1,22, PHD, 14, 3, 12, 10,75.09,83.38,B
4768, Spain, 1,25, PHD, 14, 3, 12, 10,63.31,67.90,C
4769, Spain, 1,21, PHD, 14, 3, 12, 10,52.12,59.62,C
4770, Spain, 1,22, PHD, 14, 3, 12, 10,50.26,66.04,C
4771, Spain, 1,26, PHD, 14, 3, 12, 10,60.00,72.70,C
4772, Spain, 1,24, PHD, 14, 3, 12, 10,77.52,75.54,C
4773, Spain, 1,23, PHD, 14, 3, 12, 10,83.04,81.95,B
4774, Spain, 1,21, PHD, 14, 3, 12, 10,63.79,63.45,C
4775, Spain, 1,21, PHD, 14, 3, 12, 10,79.74,75.60,C
4776, Spain, 1,22, PHD, 14, 3, 12, 10,45.67,69.65,C
4777, Spain, 1,18, PHD, 14, 3, 12, 10,55.29,58.19,F
4778, Spain, 1,24, PHD, 14, 3, 12, 10,44.07,57.49,F
4779, Spain, 1,21, PHD, 14, 3, 12, 10,57.05,58.36,F
4780, Spain, 1,20, PHD, 14, 3, 12, 10,68.92,66.57,C
4781, Spain, 1,22, PHD, 14, 3, 12, 10,72.88,83.62,B
4782, Spain, 1,20, PHD, 14, 3, 12, 10,70.03,84.66,B
4783, Spain, 1,22, PHD, 14, 3, 12, 10,54.01,60.00,C
4784, Spain, 1,22, PHD, 14, 3, 12, 10,47.42,52.37,F
4785, Spain, 1,22, PHD, 14, 3, 12, 10,80.07,71.23,C
4786, Spain, 1,18, PHD, 14, 3, 12, 10,56.42,52.77,F
4787, Spain, 1,18, PHD, 14, 3, 12, 10,81.37,81.49,B
4788, Spain, 1,23, PHD, 14, 3, 12, 10,76.87,83.50,B
4789, Spain, 1,25, PHD, 14, 3, 12, 10,72.90,70.16,C
4790, Spain, 1,19, PHD, 14, 3, 12, 10,42.17,59.53,C
4791, Spain, 1,22, PHD, 14, 3, 12, 10,46.24,61.69,C
4792, Spain, 1,18, PHD, 14, 3, 12, 10,78.95,72.76,C
4793, Spain, 1,25, PHD, 14, 3, 12, 10,53.19,56.95,F
4794, France, 1,26, MS, 14, 11, 1, 10,92.76,94.84,A
4795, France, 1,19, MS, 14, 11, 1, 10,96.37,97.40,A
4796, France, 1,19, MS, 14, 11, 1, 10,93.22,99.50,A
4797, France, 1,18, MS, 14, 11, 1, 10,96.56,97.93,A
4798, France, 1,24, MS, 14, 11, 1, 10,93.05,90.45,A
4799, France, 1,20, MS, 14, 11, 1, 10,99.86,98.32,A
4800, France, 1,19, MS, 14, 11, 1, 10,97.00,95.45,A
4801, France, 1,25, MS, 14, 11, 1, 10,95.88,92.98,A
4802, France, 1,23, MS, 14, 11, 1, 10,96.06,91.48,A
4803, France, 1,26, MS, 14, 11, 1, 10,96.56,91.78,A
4804, France, 1,21, MS, 14, 11, 1, 10,93.81,93.02,A
4805, France, 1,22, MS, 14, 11, 1, 10,97.16,96.90,A
4806, France, 1,26, MS, 14, 11, 1, 10,91.27,96.82,A
4807, France, 1,22, MS, 14, 11, 1, 10,99.14,96.76,A
4808, France, 1,26, MS, 14, 11, 1, 10,97.85,94.77,A
4809, France, 1,24, MS, 14, 11, 1, 10,90.52,93.35,A
4810, France, 1,19, MS, 14, 11, 1, 10,98.88,90.13,A
4811, France, 1,21, MS, 14, 11, 1, 10,98.00,97.23,A
4812, France, 1,26, MS, 14, 11, 1, 10,95.79,99.95,A
4813, France, 1,24, MS, 14, 11, 1, 10,97.60,97.35,A
4814, France, 1,25, MS, 14, 11, 1, 10,90.62,94.07,A
4815, France, 1,19, MS, 14, 11, 1, 10,92.20,95.94,A
4816, France, 1,18, MS, 14, 11, 1, 10,98.89,99.46,A
4817, France, 1,19, MS, 14, 11, 1, 10,96.99,97.12,A
4818, France, 1,26, MS, 14, 11, 1, 10,90.93,94.90,A
4819, France, 1,20, MS, 14, 11, 1, 10,95.13,99.48,A
4820, France, 1,18, MS, 14, 11, 1, 10,90.34,95.07,A
4821, France, 1,18, MS, 14, 11, 1, 10,95.87,93.85,A
4822, France, 1,23, MS, 14, 11, 1, 10,96.24,97.76,A
4823, France, 1,18, MS, 14, 11, 1, 10,98.94,94.31,A
4824, France, 1,20, MS, 14, 11, 1, 10,93.94,96.00,A
4825, France, 1,24, MS, 14, 11, 1, 10,95.48,96.17,A
4826, France, 1,18, MS, 14, 11, 1, 10,94.03,91.69,A
4827, France, 1,25, MS, 14, 11, 1, 10,94.53,93.55,A
4828, France, 1,20, MS, 14, 11, 1, 10,90.01,90.69,A
4829, France, 1,24, MS, 14, 11, 1, 10,93.18,99.42,A
4830, France, 1,20, MS, 14, 11, 1, 10,94.21,95.46,A
4831, France, 1,24, MS, 14, 11, 1, 10,92.74,99.47,A
4832, France, 1,24, MS, 14, 11, 1, 10,95.85,98.96,A
4833, France, 1,26, MS, 14, 11, 1, 10,91.52,94.07,A
4834, France, 1,18, MS, 14, 11, 1, 10,93.23,94.08,A
4835, France, 1,20, MS, 14, 11, 1, 10,90.28,98.53,A
4836, France, 1,20, MS, 14, 11, 1, 10,95.43,91.46,A
4837, France, 1,22, MS, 14, 11, 1, 10,91.02,97.78,A
4838, France, 1,21, MS, 14, 11, 1, 10,96.12,99.25,A
4839, France, 1,26, MS, 14, 11, 1, 10,96.52,99.86,A
4840, France, 1,23, MS, 14, 11, 1, 10,95.37,99.70,A
4841, France, 1,23, MS, 14, 11, 1, 10,92.39,95.30,A
4842, France, 1,26, MS, 14, 11, 1, 10,91.43,97.47,A
4843, France, 1,22, MS, 14, 11, 1, 10,94.92,99.41,A
4844, Spain, 0,24, PHD, 13, 10, 5, 0,96.33,95.93,A
4845, Spain, 0,18, PHD, 13, 10, 5, 0,90.52,90.42,A
4846, Spain, 0,18, PHD, 13, 10, 5, 0,91.82,90.37,A
4847, Spain, 0,20, PHD, 13, 10, 5, 0,92.97,95.11,A
4848, Spain, 0,26, PHD, 13, 10, 5, 0,96.34,95.40,A
4849, Spain, 0,22, PHD, 13, 10, 5, 0,94.44,98.96,A
4850, Spain, 0,18, PHD, 13, 10, 5, 0,96.17,94.56,A
4851, Spain, 0,25, PHD, 13, 10, 5, 0,95.31,91.29,A
4852, Spain, 0,23, PHD, 13, 10, 5, 0,90.68,99.92,A
4853, Spain, 0,20, PHD, 13, 10, 5, 0,91.34,98.08,A
4854, Spain, 0,24, PHD, 13, 10, 5, 0,93.04,91.43,A
4855, China, 0,25, PHD, 13, 3, 8, 1,90.37,93.07,A
4856, China, 0,22, PHD, 13, 3, 8, 1,85.52,94.09,A
4857, China, 0,26, PHD, 13, 3, 8, 1,98.23,81.74,B
4858, China, 0,25, PHD, 13, 3, 8, 1,93.39,83.33,B
4859, China, 0,26, PHD, 13, 3, 8, 1,90.35,97.92,A
4860, China, 0,18, PHD, 13, 3, 8, 1,98.83,84.02,B
4861, China, 0,24, PHD, 13, 3, 8, 1,95.44,95.78,A
4862, China, 0,26, PHD, 13, 3, 8, 1,88.29,96.02,A
4863, China, 0,19, PHD, 13, 3, 8, 1,80.81,98.88,A
4864, China, 0,19, PHD, 13, 3, 8, 1,96.26,82.83,B
4865, China, 0,24, PHD, 13, 3, 8, 1,81.86,94.16,A
4866, China, 0,23, PHD, 13, 3, 8, 1,99.66,88.42,A
4867, China, 0,25, PHD, 13, 3, 8, 1,98.40,99.35,A
4868, China, 0,21, PHD, 13, 3, 8, 1,83.37,80.81,B
4869, China, 0,24, PHD, 13, 3, 8, 1,84.50,93.99,A
4870, China, 0,18, PHD, 13, 3, 8, 1,92.05,89.36,A
4871, China, 0,24, PHD, 13, 3, 8, 1,81.20,99.63,A
4872, China, 0,18, PHD, 13, 3, 8, 1,99.48,94.68,A
4873, China, 0,20, PHD, 13, 3, 8, 1,86.06,89.38,A
4874, China, 0,25, PHD, 13, 3, 8, 1,88.90,80.46,B
4875, China, 0,24, PHD, 13, 3, 8, 1,89.85,93.95,A
4876, China, 0,23, PHD, 13, 3, 8, 1,91.79,89.97,A
4877, China, 0,25, PHD, 13, 3, 8, 1,85.44,84.11,B
4878, China, 0,18, PHD, 13, 3, 8, 1,89.03,83.02,B
4879, China, 0,24, PHD, 13, 3, 8, 1,98.77,80.05,B
4880, China, 0,19, PHD, 13, 3, 8, 1,83.60,83.95,B
4881, China, 0,20, PHD, 13, 3, 8, 1,91.92,84.47,B
4882, China, 0,20, PHD, 13, 3, 8, 1,93.52,88.10,A
4883, China, 0,23, PHD, 13, 3, 8, 1,82.45,99.03,A
4884, China, 0,24, PHD, 13, 3, 8, 1,92.24,94.42,A
4885, China, 0,23, PHD, 13, 3, 8, 1,88.65,80.91,B
4886, China, 0,24, PHD, 13, 3, 8, 1,92.97,89.35,A
4887, China, 0,26, PHD, 13, 3, 8, 1,90.26,82.09,B
4888, China, 0,24, PHD, 13, 3, 8, 1,81.72,95.51,A
4889, China, 0,24, PHD, 13, 3, 8, 1,83.86,82.99,B
4890, China, 0,18, PHD, 13, 3, 8, 1,83.33,94.67,A
4891, China, 0,21, PHD, 13, 3, 8, 1,86.52,82.37,B
4892, China, 0,18, PHD, 13, 3, 8, 1,81.65,87.74,B
4893, China, 0,19, PHD, 13, 3, 8, 1,98.19,88.98,A
4894, China, 0,21, PHD, 13, 3, 8, 1,87.73,80.06,B
4895, China, 0,21, PHD, 13, 3, 8, 1,90.82,85.00,B
4896, China, 0,24, PHD, 13, 3, 8, 1,89.86,90.59,A
4897, China, 0,23, PHD, 13, 3, 8, 1,82.35,91.42,A
4898, China, 0,25, PHD, 13, 3, 8, 1,99.53,84.41,B
4899, China, 1,25, BS, 1, 12, 4, 13,63.33,70.04,C
4900, China, 1,18, BS, 1, 12, 4, 13,48.39,68.50,C
4901, China, 1,23, BS, 1, 12, 4, 13,65.04,64.87,C
4902, China, 1,24, BS, 1, 12, 4, 13,82.98,70.96,C
4903, China, 1,24, BS, 1, 12, 4, 13,74.09,80.04,B
4904, China, 1,22, BS, 1, 12, 4, 13,58.62,53.98,F
4905, China, 1,20, BS, 1, 12, 4, 13,76.82,78.80,C
4906, China, 1,18, BS, 1, 12, 4, 13,60.20,60.82,C
4907, China, 1,24, BS, 1, 12, 4, 13,52.42,51.69,F
4908, China, 1,20, BS, 1, 12, 4, 13,67.37,64.43,C
4909, China, 1,24, BS, 1, 12, 4, 13,64.78,73.38,C
4910, China, 1,21, BS, 1, 12, 4, 13,76.60,83.11,B
4911, China, 1,19, BS, 1, 12, 4, 13,62.06,72.58,C
4912, China, 1,18, BS, 1, 12, 4, 13,65.17,74.91,C
4913, China, 1,22, BS, 1, 12, 4, 13,58.53,63.24,C
4914, China, 1,22, BS, 1, 12, 4, 13,40.24,61.19,C
4915, China, 1,18, BS, 1, 12, 4, 13,78.83,84.56,B
4916, China, 1,22, BS, 1, 12, 4, 13,83.43,82.53,B
4917, China, 1,18, BS, 1, 12, 4, 13,41.76,59.83,C
4918, China, 1,21, BS, 1, 12, 4, 13,84.77,83.82,B
4919, China, 1,23, BS, 1, 12, 4, 13,70.37,83.28,B
4920, China, 1,23, BS, 1, 12, 4, 13,77.95,70.93,C
4921, China, 1,20, BS, 1, 12, 4, 13,73.28,80.28,B
4922, China, 1,18, BS, 1, 12, 4, 13,74.80,78.44,C
4923, China, 1,22, BS, 1, 12, 4, 13,54.78,65.29,C
4924, China, 1,22, BS, 1, 12, 4, 13,69.45,73.61,C
4925, China, 1,20, BS, 1, 12, 4, 13,76.61,72.82,C
4926, China, 1,26, BS, 1, 12, 4, 13,75.32,78.05,C
4927, China, 1,25, BS, 1, 12, 4, 13,63.82,60.38,C
4928, China, 1,20, BS, 1, 12, 4, 13,70.35,80.81,B
4929, China, 1,19, BS, 1, 12, 4, 13,72.70,80.39,B
4930, China, 1,26, BS, 1, 12, 4, 13,66.95,69.00,C
4931, China, 1,25, BS, 1, 12, 4, 13,61.31,69.12,C
4932, China, 1,25, BS, 1, 12, 4, 13,72.79,81.42,B
4933, China, 1,21, BS, 1, 12, 4, 13,44.60,60.41,C
4934, China, 1,26, BS, 1, 12, 4, 13,55.35,67.95,C
4935, China, 1,25, BS, 1, 12, 4, 13,83.91,77.35,C
4936, China, 1,26, BS, 1, 12, 4, 13,77.13,82.54,B
4937, China, 1,24, BS, 1, 12, 4, 13,63.81,67.13,C
4938, China, 1,20, BS, 1, 12, 4, 13,79.01,75.65,C
4939, China, 1,25, BS, 1, 12, 4, 13,82.89,81.35,B
4940, China, 1,23, BS, 1, 12, 4, 13,49.80,54.48,F
4941, China, 1,21, BS, 1, 12, 4, 13,76.07,75.01,C
4942, China, 1,24, BS, 1, 12, 4, 13,50.17,59.02,C
4943, China, 1,21, BS, 1, 12, 4, 13,50.77,56.96,F
4944, China, 1,23, BS, 1, 12, 4, 13,63.42,60.42,C
4945, China, 1,21, BS, 1, 12, 4, 13,70.64,80.19,B
4946, China, 1,23, BS, 1, 12, 4, 13,64.61,74.93,C
4947, China, 1,24, BS, 1, 12, 4, 13,72.26,73.58,C
4948, China, 1,23, BS, 1, 12, 4, 13,61.79,66.70,C
4949, China, 1,18, BS, 1, 12, 4, 13,81.76,70.75,C
4950, Spain, 1,21, PHD, 1, 5, 7, 7,72.36,74.50,C
4951, Spain, 1,21, PHD, 1, 5, 7, 7,77.92,80.07,B
4952, Spain, 1,20, PHD, 1, 5, 7, 7,44.68,62.23,C
4953, Spain, 1,18, PHD, 1, 5, 7, 7,80.49,80.72,B
4954, Spain, 1,18, PHD, 1, 5, 7, 7,82.01,80.56,B
4955, Spain, 1,22, PHD, 1, 5, 7, 7,80.00,76.98,C
4956, Spain, 1,18, PHD, 1, 5, 7, 7,70.91,70.72,C
4957, Spain, 1,24, PHD, 1, 5, 7, 7,73.69,84.87,B
4958, Spain, 1,22, PHD, 1, 5, 7, 7,52.38,56.92,F
4959, Spain, 1,21, PHD, 1, 5, 7, 7,61.54,69.27,C
4960, Spain, 1,20, PHD, 1, 5, 7, 7,47.70,58.35,F
4961, Spain, 1,23, PHD, 1, 5, 7, 7,56.32,67.20,C
4962, Spain, 1,26, PHD, 1, 5, 7, 7,73.04,76.33,C
4963, Spain, 1,20, PHD, 1, 5, 7, 7,43.07,50.37,F
4964, Spain, 1,24, PHD, 1, 5, 7, 7,53.02,61.47,C
4965, Spain, 1,25, PHD, 1, 5, 7, 7,82.50,77.60,C
4966, Spain, 1,25, PHD, 1, 5, 7, 7,65.78,74.24,C
4967, Spain, 1,24, PHD, 1, 5, 7, 7,83.68,73.63,C
4968, Spain, 1,22, PHD, 1, 5, 7, 7,61.12,71.98,C
4969, Spain, 1,18, PHD, 1, 5, 7, 7,46.72,57.11,F
4970, Spain, 1,20, PHD, 1, 5, 7, 7,58.14,50.10,F
4971, Spain, 1,22, PHD, 1, 5, 7, 7,78.75,70.44,C
4972, Spain, 1,18, PHD, 1, 5, 7, 7,72.29,73.56,C
4973, Spain, 1,20, PHD, 1, 5, 7, 7,52.18,61.42,C
4974, Spain, 1,18, PHD, 1, 5, 7, 7,53.04,61.48,C
4975, Spain, 1,22, PHD, 1, 5, 7, 7,73.26,72.39,C
4976, Spain, 1,19, PHD, 1, 5, 7, 7,43.85,56.10,F
4977, Spain, 1,18, PHD, 1, 5, 7, 7,46.66,50.55,F
4978, Spain, 1,26, PHD, 1, 5, 7, 7,83.99,71.93,C
